# Band Name                        ,Catalogue Name                     ,Date Observed                      ,RA,RA Uncertainty                     ,Dec,DEC Uncertainty                    ,Flux,Flux Density Uncertainty           ,Frequency                          ,Separation                         ,UV Min                             ,UV Max                             ,Names
ALMA-Band 6                        ,ALMA                               ,2024-01-16T13:36:39Z               ,291.2127332,3.05555555556E-8                   ,-29.24170029,2.77777777778E-8                   ,2.23,0.09,2.33E11                            ,Not Applicable                     ,                                   ,-36.5,J1924-2914|J1924-292|J192451-291428|B1921-293
ALMA-Band 6                        ,ALMA                               ,2024-01-16T13:34:19Z               ,216.9845732,3.88888888889E-8                   ,-42.10539935,2.77777777778E-8                   ,3.77,0.12,2.33E11                            ,Not Applicable                     ,                                   ,-36.4,J1427-4206|J1427-421|J142755-420612|B1424-418
ALMA-Band 3                        ,ALMA                               ,2024-01-16T01:44:37Z               ,39.66220878,2.77777777778E-8                   ,16.61646517,2.77777777778E-8                   ,1.86,0.04,9.15E10                            ,Not Applicable                     ,                                   ,-13.2,J0238+1636|J0238+166|J023838+163704|B0235+164
ALMA-Band 3                        ,ALMA                               ,2024-01-16T01:44:37Z               ,39.66220878,2.77777777778E-8                   ,16.61646517,2.77777777778E-8                   ,1.75,0.04,1.035E11                           ,Not Applicable                     ,                                   ,-22.1,J0238+1636|J0238+166|J023838+163704|B0235+164
ALMA-Band 3                        ,ALMA                               ,2024-01-15T02:01:04Z               ,80.74160267,3.33E-8                            ,-36.45856978,2.78E-8                            ,3.47,0.11,9.15E10                            ,Not Applicable                     ,                                   ,-14.5,J0522-3627|J0522-364|B0521-365
ALMA-Band 3                        ,ALMA                               ,2024-01-15T02:01:04Z               ,80.74160267,3.33E-8                            ,-36.45856978,2.78E-8                            ,3.3,0.11,1.035E11                           ,Not Applicable                     ,                                   ,-16.4,J0522-3627|J0522-364|B0521-365
ALMA-Band 3                        ,ALMA                               ,2024-01-14T00:16:02Z               ,49.95066715,3.88888888889E-8                   ,41.51169602,3.05555555556E-8                   ,23.29,0.32,1.035E11                           ,Not Applicable                     ,                                   ,-9.5,J0319+4130|J0319+415|J031947+413042|3C84|B0316+413
ALMA-Band 3                        ,ALMA                               ,2024-01-14T00:16:02Z               ,49.95066715,3.88888888889E-8                   ,41.51169602,3.05555555556E-8                   ,25.52,0.41,9.15E10                            ,Not Applicable                     ,                                   ,-8.4,J0319+4130|J0319+415|J031947+413042|3C84|B0316+413
ALMA-Band 3                        ,ALMA                               ,2024-01-13T00:19:29Z               ,39.468357,3.05555555556E-8                   ,28.80249724,2.77777777778E-8                   ,1.25,0.05,9.15E10                            ,Not Applicable                     ,                                   ,-10.7,J0237+2848|J0237+288|J023752+284814|B0234+285
ALMA-Band 3                        ,ALMA                               ,2024-01-13T00:19:29Z               ,39.468357,3.05555555556E-8                   ,28.80249724,2.77777777778E-8                   ,1.15,0.05,1.035E11                           ,Not Applicable                     ,                                   ,-12.1,J0237+2848|J0237+288|J023752+284814|B0234+285
ALMA-Band 3                        ,ALMA                               ,2024-01-13T00:17:47Z               ,359.4719419,4.72222222222E-8                   ,-53.18713596,2.77777777778E-8                   ,0.64,0.03,9.15E10                            ,Not Applicable                     ,                                   ,-13.1,J2357-5311|J2357-531|J235752-531116|B2355-534
ALMA-Band 3                        ,ALMA                               ,2024-01-13T00:17:47Z               ,359.4719419,4.72222222222E-8                   ,-53.18713596,2.77777777778E-8                   ,0.59,0.03,1.035E11                           ,Not Applicable                     ,                                   ,-14.8,J2357-5311|J2357-531|J235752-531116|B2355-534
ALMA-Band 3                        ,ALMA                               ,2024-01-13T00:00:00Z               ,159.3169989,3.33333333333E-8                   ,-29.56744818,2.77777777778E-8                   ,2.51,0.04,1.035E11                           ,Not Applicable                     ,                                   ,-16.6,J1037-2934|J1037-295|J103716-293421|B1034-293
ALMA-Band 3                        ,ALMA                               ,2024-01-13T00:00:00Z               ,166.7862255,3.88888888889E-8                   ,-44.81878286,2.77777777778E-8                   ,2.24,0.04,9.15E10                            ,Not Applicable                     ,                                   ,-13.4,J1107-4449|J1107-448|J110707-444905|B1104-445
ALMA-Band 3                        ,ALMA                               ,2024-01-13T00:00:00Z               ,117.7168572,2.77777777778E-8                   ,12.51800784,2.77777777778E-8                   ,1.6,0.03,1.035E11                           ,Not Applicable                     ,                                   ,-14.6,J0750+1231|J0750+125|J075051+123113|B0748+126
ALMA-Band 3                        ,ALMA                               ,2024-01-13T00:00:00Z               ,166.7862255,3.88888888889E-8                   ,-44.81878286,2.77777777778E-8                   ,2.11,0.04,1.035E11                           ,Not Applicable                     ,                                   ,-15.1,J1107-4449|J1107-448|J110707-444905|B1104-445
ALMA-Band 3                        ,ALMA                               ,2024-01-13T00:00:00Z               ,159.3169989,3.33333333333E-8                   ,-29.56744818,2.77777777778E-8                   ,2.56,0.05,9.15E10                            ,Not Applicable                     ,                                   ,-14.7,J1037-2934|J1037-295|J103716-293421|B1034-293
ALMA-Band 3                        ,ALMA                               ,2024-01-13T00:00:00Z               ,117.7168572,2.77777777778E-8                   ,12.51800784,2.77777777778E-8                   ,1.7,0.04,9.15E10                            ,Not Applicable                     ,                                   ,-12.9,J0750+1231|J0750+125|J075051+123113|B0748+126
ALMA-Band 7                        ,ALMA                               ,2024-01-12T07:22:02Z               ,166.7862255,3.88888888889E-8                   ,-44.81878286,2.77777777778E-8                   ,0.9,0.05,3.435E11                           ,Not Applicable                     ,                                   ,-50.7,J1107-4449|J1107-448|J110707-444905|B1104-445
ALMA-Band 7                        ,ALMA                               ,2024-01-12T07:19:09Z               ,164.623355,2.78E-8                            ,1.566339917,2.78E-8                            ,2.06,0.08,3.435E11                           ,Not Applicable                     ,                                   ,-50.3,J1058+0133|J1058+015|J105830+013340|B1055+018
ALMA-Band 7                        ,ALMA                               ,2024-01-12T07:15:56Z               ,159.3169989,3.33333333333E-8                   ,-29.56744818,2.77777777778E-8                   ,1.46,0.07,3.435E11                           ,Not Applicable                     ,                                   ,-54.5,J1037-2934|J1037-295|J103716-293421|B1034-293
ALMA-Band 7                        ,ALMA                               ,2024-01-12T07:10:18Z               ,133.7036455,3.05555555556E-8                   ,20.10851134,2.77777777778E-8                   ,1.87,0.09,3.435E11                           ,Not Applicable                     ,                                   ,-45.6,J0854+2006|J0854+201|J085448+200647|B0851+202
ALMA-Band 7                        ,ALMA                               ,2024-01-12T07:07:41Z               ,117.7168572,2.77777777778E-8                   ,12.51800784,2.77777777778E-8                   ,0.72,0.06,3.435E11                           ,Not Applicable                     ,                                   ,-50.1,J0750+1231|J0750+125|J075051+123113|B0748+126
ALMA-Band 7                        ,ALMA                               ,2024-01-12T07:05:05Z               ,111.4609996,2.77777777778E-8                   ,-0.915706369,2.77777777778E-8                   ,1.32,0.09,3.435E11                           ,Not Applicable                     ,                                   ,-51.2,J0725-0054|J0725-009|B0723-008|VLA_J0725-0054
ALMA-Band 7                        ,ALMA                               ,2024-01-12T06:58:44Z               ,194.0465274,2.78E-8                            ,-5.789312556,2.78E-8                            ,2.98,0.08,3.435E11                           ,Not Applicable                     ,                                   ,-54.2,J1256-0547|J1256-057|J125610-054722|3C279|B1253-055
ALMA-Band 7                        ,ALMA                               ,2024-01-12T00:52:41Z               ,80.74160267,3.33E-8                            ,-36.45856978,2.78E-8                            ,2.22,0.08,3.435E11                           ,Not Applicable                     ,                                   ,-53.1,J0522-3627|J0522-364|B0521-365
ALMA-Band 7                        ,ALMA                               ,2024-01-12T00:50:06Z               ,84.70983983,3.88888888889E-8                   ,-44.08581636,2.77777777778E-8                   ,1.7,0.08,3.435E11                           ,Not Applicable                     ,                                   ,-50.4,J0538-4405|J0538-440|J053851-440507|B0537-441
ALMA-Band 7                        ,ALMA                               ,2024-01-12T00:47:16Z               ,77.50987138,3.05555555556E-8                   ,18.01155046,2.77777777778E-8                   ,1.01,0.08,3.435E11                           ,Not Applicable                     ,                                   ,-47.1,J0510+1800|J0510+180|J051002+180041|B0507+179|VLA_0510+180
ALMA-Band 7                        ,ALMA                               ,2024-01-12T00:44:04Z               ,79.95717985,8.33333333333E-8                   ,-45.77884811,4.44444444444E-8                   ,1.69,0.07,3.435E11                           ,Not Applicable                     ,                                   ,-50,J0519-4546|J0519-454
ALMA-Band 7                        ,ALMA                               ,2024-01-12T00:41:26Z               ,53.55689371,3.61111111111E-8                   ,-40.14038831,2.77777777778E-8                   ,0.5,0.05,3.435E11                           ,Not Applicable                     ,                                   ,-53.7,J0334-4008|J0334-401|J033413-400830|B0332-403
ALMA-Band 7                        ,ALMA                               ,2024-01-12T00:38:23Z               ,49.95066715,3.88888888889E-8                   ,41.51169602,3.05555555556E-8                   ,11.39,0.28,3.435E11                           ,Not Applicable                     ,                                   ,-32.5,J0319+4130|J0319+415|J031947+413042|3C84|B0316+413
ALMA-Band 7                        ,ALMA                               ,2024-01-12T00:35:43Z               ,39.66220878,2.77777777778E-8                   ,16.61646517,2.77777777778E-8                   ,1.01,0.08,3.435E11                           ,Not Applicable                     ,                                   ,-45.5,J0238+1636|J0238+166|J023838+163704|B0235+164
ALMA-Band 7                        ,ALMA                               ,2024-01-12T00:33:07Z               ,39.468357,3.05555555556E-8                   ,28.80249724,2.77777777778E-8                   ,0.49,0.05,3.435E11                           ,Not Applicable                     ,                                   ,-40.9,J0237+2848|J0237+288|J023752+284814|B0234+285
ALMA-Band 7                        ,ALMA                               ,2024-01-12T00:19:36Z               ,65.81583633,2.78E-8                            ,-1.342518194,2.78E-8                            ,2.7,0.09,3.435E11                           ,Not Applicable                     ,                                   ,-53.8,J0423-0120|J0423-013|J042315-012034|B0420-014
ALMA-Band 7                        ,ALMA                               ,2024-01-11T21:57:58Z               ,359.4719419,4.72222222222E-8                   ,-53.18713596,2.77777777778E-8                   ,0.21,0.02,3.435E11                           ,Not Applicable                     ,                                   ,-49.5,J2357-5311|J2357-531|J235752-531116|B2355-534
ALMA-Band 7                        ,ALMA                               ,2024-01-11T21:55:03Z               ,1.5578875,2.78E-8                            ,-6.393148611,2.78E-8                            ,0.51,0.05,3.435E11                           ,Not Applicable                     ,                                   ,-53.3,J0006-0623|J0006-063|J000613-062334|J000613-062338|B0003-066
ALMA-Band 7                        ,ALMA                               ,2024-01-11T21:22:27Z               ,343.4906164,2.77777777778E-8                   ,16.14821135,2.77777777778E-8                   ,1.79,0.1,3.435E11                           ,Not Applicable                     ,                                   ,-47.4,J2253+1608|J2253+161|J225358+160853|3C454.3|B2251+158
ALMA-Band 6                        ,ALMA                               ,2024-01-11T19:40:33Z               ,1.5578875,2.78E-8                            ,-6.393148611,2.78E-8                            ,0.86,0.05,2.33E11                            ,Not Applicable                     ,                                   ,-37.5,J0006-0623|J0006-063|J000613-062334|J000613-062338|B0003-066
ALMA-Band 6                        ,ALMA                               ,2024-01-11T19:38:17Z               ,359.4719419,4.72222222222E-8                   ,-53.18713596,2.77777777778E-8                   ,0.32,0.02,2.33E11                            ,Not Applicable                     ,                                   ,-32.6,J2357-5311|J2357-531|J235752-531116|B2355-534
ALMA-Band 6                        ,ALMA                               ,2024-01-11T19:36:07Z               ,344.5248454,3.05555555556E-8                   ,-27.97257133,2.77777777778E-8                   ,2.92,0.14,2.33E11                            ,Not Applicable                     ,                                   ,-37.8,J2258-2758|J2258-279|J225805-275823|B2255-282
ALMA-Band 6                        ,ALMA                               ,2024-01-11T19:33:46Z               ,338.1517038,2.77777777778E-8                   ,11.7308067,2.77777777778E-8                   ,2.3,0.05,2.33E11                            ,Not Applicable                     ,                                   ,-31.7,J2232+1143|J2232+117|B2230+114
ALMA-Band 6                        ,ALMA                               ,2024-01-11T19:31:42Z               ,327.0227445,2.77777777778E-8                   ,6.960723397,2.77777777778E-8                   ,1.05,0.05,2.33E11                            ,Not Applicable                     ,                                   ,-32.5,J2148+0657|J2148+069|J214805+065743|B2145+067
ALMA-Band 6                        ,ALMA                               ,2024-01-11T19:13:47Z               ,343.4906164,2.77777777778E-8                   ,16.14821135,2.77777777778E-8                   ,2.89,0.16,2.33E11                            ,Not Applicable                     ,                                   ,-31.2,J2253+1608|J2253+161|J225358+160853|3C454.3|B2251+158
ALMA-Band 7                        ,ALMA                               ,2024-01-08T00:00:00Z               ,187.2779155,2.77777777778E-8                   ,2.052388339,2.77777777778E-8                   ,1.63,0.07,3.435E11                           ,Not Applicable                     ,                                   ,-50.2,J1229+0203|J1229+020|3C273|B1226+023
ALMA-Band 7                        ,ALMA                               ,2024-01-08T00:00:00Z               ,204.4157616,2.78E-8                            ,-12.95685928,2.78E-8                            ,1.49,0.07,3.435E11                           ,Not Applicable                     ,                                   ,-54.1,J1337-1257|J1337-129|J133739-125720|B1334-127
ALMA-Band 7                        ,ALMA                               ,2024-01-08T00:00:00Z               ,263.2612741,2.77777777778E-8                   ,-13.08043006,2.77777777778E-8                   ,0.41,0.04,3.435E11                           ,Not Applicable                     ,                                   ,-54.9,J1733-1304|J1733-130|J173302-130445|B1730-130|NRAO530
ALMA-Band 6                        ,ALMA                               ,2024-01-07T00:00:00Z               ,194.0465274,2.78E-8                            ,-5.789312556,2.78E-8                            ,3.53,0.11,2.33E11                            ,Not Applicable                     ,                                   ,-36,J1256-0547|J1256-057|J125610-054722|3C279|B1253-055
ALMA-Band 7                        ,ALMA                               ,2024-01-07T00:00:00Z               ,344.5248454,3.05555555556E-8                   ,-27.97257133,2.77777777778E-8                   ,2.54,0.11,3.375E11                           ,Not Applicable                     ,                                   ,-54.6,J2258-2758|J2258-279|J225805-275823|B2255-282
ALMA-Band 7                        ,ALMA                               ,2024-01-07T00:00:00Z               ,338.1517038,2.77777777778E-8                   ,11.7308067,2.77777777778E-8                   ,1.48,0.07,3.375E11                           ,Not Applicable                     ,                                   ,-46.8,J2232+1143|J2232+117|B2230+114
ALMA-Band 7                        ,ALMA                               ,2024-01-07T00:00:00Z               ,300.2378768,3.06E-8                            ,-17.81602017,2.78E-8                            ,0.94,0.05,3.375E11                           ,Not Applicable                     ,                                   ,-54.6,J2000-1748|J2000-178|J200057-174856|B1958-179
ALMA-Band 6                        ,ALMA                               ,2024-01-07T00:00:00Z               ,263.2612741,2.77777777778E-8                   ,-13.08043006,2.77777777778E-8                   ,0.62,0.04,2.33E11                            ,Not Applicable                     ,                                   ,-37.3,J1733-1304|J1733-130|J173302-130445|B1730-130|NRAO530
ALMA-Band 7                        ,ALMA                               ,2024-01-07T00:00:00Z               ,306.2951755,4.16666666667E-8                   ,33.71672623,3.33333333333E-8                   ,0.26,0.08,3.375E11                           ,Not Applicable                     ,                                   ,-41.2,J2025+3343|J2025+337|B2023+336
ALMA-Band 6                        ,ALMA                               ,2024-01-04T08:18:35Z               ,204.4157616,2.78E-8                            ,-12.95685928,2.78E-8                            ,1.75,0.13,2.33E11                            ,Not Applicable                     ,                                   ,-37.2,J1337-1257|J1337-129|J133739-125720|B1334-127
ALMA-Band 6                        ,ALMA                               ,2024-01-04T08:16:28Z               ,187.2779155,2.77777777778E-8                   ,2.052388339,2.77777777778E-8                   ,2.23,0.14,2.33E11                            ,Not Applicable                     ,                                   ,-36.5,J1229+0203|J1229+020|3C273|B1226+023
ALMA-Band 6                        ,ALMA                               ,2024-01-04T08:12:17Z               ,176.742908,3.61111111111E-8                   ,39.97619566,2.77777777778E-8                   ,0.7,0.05,2.33E11                            ,Not Applicable                     ,                                   ,-24.7,J1146+3958|J1146+399|J114657+395840|B1144+402
ALMA-Band 6                        ,ALMA                               ,2024-01-04T08:09:52Z               ,166.7862255,3.88888888889E-8                   ,-44.81878286,2.77777777778E-8                   ,1.1,0.04,2.33E11                            ,Not Applicable                     ,                                   ,-35,J1107-4449|J1107-448|J110707-444905|B1104-445
ALMA-Band 6                        ,ALMA                               ,2024-01-04T00:45:20Z               ,80.74160267,3.33E-8                            ,-36.45856978,2.78E-8                            ,2.79,0.1,2.33E11                            ,Not Applicable                     ,                                   ,-35.3,J0522-3627|J0522-364|B0521-365
ALMA-Band 6                        ,ALMA                               ,2024-01-04T00:43:17Z               ,84.70983983,3.88888888889E-8                   ,-44.08581636,2.77777777778E-8                   ,2.36,0.08,2.33E11                            ,Not Applicable                     ,                                   ,-34.3,J0538-4405|J0538-440|J053851-440507|B0537-441
ALMA-Band 6                        ,ALMA                               ,2024-01-04T00:41:15Z               ,79.95717985,8.33333333333E-8                   ,-45.77884811,4.44444444444E-8                   ,1.71,0.05,2.33E11                            ,Not Applicable                     ,                                   ,-34.1,J0519-4546|J0519-454
ALMA-Band 6                        ,ALMA                               ,2024-01-04T00:38:50Z               ,39.468357,3.05555555556E-8                   ,28.80249724,2.77777777778E-8                   ,0.68,0.05,2.33E11                            ,Not Applicable                     ,                                   ,-26.3,J0237+2848|J0237+288|J023752+284814|B0234+285
ALMA-Band 3                        ,ALMA                               ,2024-01-04T00:00:00Z               ,300.2378768,3.06E-8                            ,-17.81602017,2.78E-8                            ,2.18,0.07,9.15E10                            ,Not Applicable                     ,                                   ,-14.9,J2000-1748|J2000-178|J200057-174856|B1958-179
ALMA-Band 3                        ,ALMA                               ,2024-01-04T00:00:00Z               ,300.2378768,3.06E-8                            ,-17.81602017,2.78E-8                            ,2.05,0.08,1.035E11                           ,Not Applicable                     ,                                   ,-16.8,J2000-1748|J2000-178|J200057-174856|B1958-179
ALMA-Band 7                        ,ALMA                               ,2024-01-02T15:59:46Z               ,244.3245469,5.83333333333E-8                   ,-58.80218339,3.05555555556E-8                   ,0.33,0.04,3.435E11                           ,Not Applicable                     ,                                   ,-46.9,J1617-5848|J1613-586
ALMA-Band 7                        ,ALMA                               ,2024-01-02T15:56:57Z               ,237.6469552,2.77777777778E-8                   ,5.452902336,2.77777777778E-8                   ,0.53,0.05,3.435E11                           ,Not Applicable                     ,                                   ,-51,J1550+0527|J1550+054|J155035+052702|B1548+056
ALMA-Band 7                        ,ALMA                               ,2024-01-02T15:54:16Z               ,229.4242214,3.06E-8                            ,-24.37207669,2.78E-8                            ,1.08,0.09,3.435E11                           ,Not Applicable                     ,                                   ,-40.3,J1517-2422|J1517-243|J151743-242216|B1514-241
ALMA-Band 7                        ,ALMA                               ,2024-01-02T15:42:43Z               ,216.9845732,3.88888888889E-8                   ,-42.10539935,2.77777777778E-8                   ,2.39,0.09,3.435E11                           ,Not Applicable                     ,                                   ,-53.2,J1427-4206|J1427-421|J142755-420612|B1424-418
ALMA-Band 4                        ,ALMA                               ,2024-01-01T00:00:00Z               ,300.2378768,3.06E-8                            ,-17.81602017,2.78E-8                            ,1.79,0.06,1.55E11                            ,Not Applicable                     ,                                   ,-25.1,J2000-1748|J2000-178|J200057-174856|B1958-179
ALMA-Band 4                        ,ALMA                               ,2024-01-01T00:00:00Z               ,291.2127332,3.05555555556E-8                   ,-29.24170029,2.77777777778E-8                   ,3.51,0.15,1.55E11                            ,Not Applicable                     ,                                   ,-25.2,J1924-2914|J1924-292|J192451-291428|B1921-293
ALMA-Band 4                        ,ALMA                               ,2023-12-31T00:00:00Z               ,79.95717985,8.33333333333E-8                   ,-45.77884811,4.44444444444E-8                   ,1.85,0.05,1.55E11                            ,Not Applicable                     ,                                   ,-23.7,J0519-4546|J0519-454
ALMA-Band 4                        ,ALMA                               ,2023-12-31T00:00:00Z               ,84.70983983,3.88888888889E-8                   ,-44.08581636,2.77777777778E-8                   ,3.03,0.1,1.55E11                            ,Not Applicable                     ,                                   ,-23.7,J0538-4405|J0538-440|J053851-440507|B0537-441
ALMA-Band 4                        ,ALMA                               ,2023-12-31T00:00:00Z               ,53.55689371,3.61111111111E-8                   ,-40.14038831,2.77777777778E-8                   ,0.83,0.04,1.55E11                            ,Not Applicable                     ,                                   ,-24.5,J0334-4008|J0334-401|J033413-400830|B0332-403
ALMA-Band 7                        ,ALMA                               ,2023-12-25T09:12:32Z               ,176.742908,3.61111111111E-8                   ,39.97619566,2.77777777778E-8                   ,0.55,0.055,3.435E11                           ,Not Applicable                     ,                                   ,-36.6,J1146+3958|J1146+399|J114657+395840|B1144+402
ALMA-Band 9                        ,ALMA                               ,2023-12-23T00:00:00Z               ,65.81583633,2.78E-8                            ,-1.342518194,2.78E-8                            ,2.03,0.27,6.74E11                            ,Not Applicable                     ,                                   ,-102.3,J0423-0120|J0423-013|J042315-012034|B0420-014
ALMA-Band 9                        ,ALMA                               ,2023-12-23T00:00:00Z               ,79.95717985,8.33333333333E-8                   ,-45.77884811,4.44444444444E-8                   ,1.17,0.18,6.74E11                            ,Not Applicable                     ,                                   ,-103.2,J0519-4546|J0519-454
ALMA-Band 9                        ,ALMA                               ,2023-12-23T00:00:00Z               ,133.7036455,3.05555555556E-8                   ,20.10851134,2.77777777778E-8                   ,1.06,0.2,6.74E11                            ,Not Applicable                     ,                                   ,-93.5,J0854+2006|J0854+201|J085448+200647|B0851+202
ALMA-Band 9                        ,ALMA                               ,2023-12-23T00:00:00Z               ,84.70983983,3.88888888889E-8                   ,-44.08581636,2.77777777778E-8                   ,1.49,0.29,6.73E11                            ,Not Applicable                     ,                                   ,-97.3,J0538-4405|J0538-440|J053851-440507|B0537-441
ALMA-Band 9                        ,ALMA                               ,2023-12-23T00:00:00Z               ,164.623355,2.78E-8                            ,1.566339917,2.78E-8                            ,1.33,0.28,6.73E11                            ,Not Applicable                     ,                                   ,-101,J1058+0133|J1058+015|J105830+013340|B1055+018
ALMA-Band 7                        ,ALMA                               ,2023-12-21T00:00:00Z               ,98.94378285,1.11111111111E-7                   ,-75.27133762,2.77777777778E-8                   ,0.51,0.06,3.435E11                           ,Not Applicable                     ,                                   ,-36.1,J0635-7516|J0635-751|J063542-751615|B0637-752
ALMA-Band 7                        ,ALMA                               ,2023-12-20T00:00:00Z               ,327.0227445,2.77777777778E-8                   ,6.960723397,2.77777777778E-8                   ,0.6,0.06,3.375E11                           ,Not Applicable                     ,                                   ,-49.5,J2148+0657|J2148+069|J214805+065743|B2145+067
ALMA-Band 6                        ,ALMA                               ,2023-12-18T00:00:00Z               ,65.81583633,2.78E-8                            ,-1.342518194,2.78E-8                            ,3.08,0.1,2.33E11                            ,Not Applicable                     ,                                   ,-34.9,J0423-0120|J0423-013|J042315-012034|B0420-014
